config_id,l1_ratio,alpha,rmse_train_mean,mae_train_mean,r2_train_mean,bias_train_mean,rmse_mean,mae_mean,r2_mean,bias_mean,combo_score
37,0.5,2.0309176209047348e-05,4157.943424250651,2647.3163941974426,0.8176418526340609,-3.2233501497936616e-13,4183.384972155728,2653.6396122213064,0.8153454318018035,-0.05108997876832522,3418.512292188517
24,0.7000000000000001,2.8942661247167517e-05,4157.943387403059,2647.3177465518493,0.8176418558674565,-1.2538713326559358e-13,4183.386061484318,2653.641887199201,0.8153453369576478,-0.05101432715623844,3418.5139743417594
7,0.7000000000000001,1.4251026703029993e-05,4157.943293515176,2647.3219860822796,0.8176418641056469,5.225022817671409e-13,4183.389791071726,2653.6492604241316,0.8153450119473065,-0.05073024019716765,3418.519525747929
29,0.8,2.0309176209047348e-05,4157.943289863649,2647.322198904964,0.8176418644260237,-1.2274399024895655e-12,4183.389989420888,2653.6496396004563,0.8153449946386842,-0.05071196830675362,3418.5198145106724
6,0.30000000000000004,0.41246263829013563,4315.840681396787,2673.389525460105,0.8035287113457703,-6.418220415811986e-13,4346.207695219824,2681.3968875168976,0.8006756034025284,0.02865349895896241,3513.802291368361
4,0.6,1.1937766417144382,4435.7283356778025,2735.164641709706,0.7924616458181953,-7.850925991854822e-13,4467.710105830248,2743.805251588987,0.7893665348326111,0.06937360063832454,3605.7576787096177
18,0.4,1.1937766417144382,4571.284686828951,2815.270580915345,0.7795829121704431,1.1600143273872662e-13,4604.55766325603,2824.7620048217595,0.77625621986138,0.10756832414554296,3714.6598340388946
25,0.1,1.1937766417144382,4742.528951420324,2927.438632564552,0.7627594192414446,1.593526866098686e-13,4776.962077079104,2937.833456599973,0.7591764639479112,0.14812736929113868,3857.3977668395387
14,0.7000000000000001,4.923882631706742,4900.363217147973,3040.5353324207545,0.7467054948843227,-1.8481685341505142e-13,4935.5612713912715,3051.6786774571015,0.7429096015845309,0.1801425210354637,3993.6199744241867
28,0.2,3.455107294592218,5236.92279904063,3309.421341645457,0.7107176002515874,-2.2858488826425997e-13,5273.131095043793,3321.820440691365,0.7065154204032941,0.2374149278568911,4297.475767867579
33,0.6,7.017038286703837,5246.587173366961,3317.633334482417,0.7096489065120164,4.583923228270229e-13,5282.816670232688,3330.0683109442143,0.7054356341266319,0.2388601418578098,4306.442490588452
