config_id,l1_ratio,alpha,rmse_train_mean,mae_train_mean,r2_train_mean,bias_train_mean,rmse_mean,mae_mean,r2_mean,bias_mean,combo_score
51,0.8,1.5117750706156616,4302.3606416283,2672.1053379762097,0.804754212662208,4.0471657114800705e-13,4332.987671722543,2680.9533622956505,0.8018864014311103,0.47106269851129756,3506.970517009097
3,0.7000000000000001,1.5117750706156616,4397.684095089242,2721.5294097718083,0.7960065932188037,-4.342812192462637e-13,4429.622776068459,2730.9410541391717,0.7929444728675985,0.5176657437133123,3580.281915103815
60,0.6,1.5117750706156616,4486.398610834844,2772.5521850203504,0.7876932416951355,-7.36603197286523e-13,4519.2802908802705,2782.5921238014603,0.7844718787415288,0.5545300009559009,3650.9362073408656
56,0.5,1.5117750706156616,4567.8182266774,2822.5082084584483,0.7799173730094466,-9.573154582402141e-13,4601.4065975416215,2833.0786244220935,0.7765619864753388,0.5845421646992506,3717.2426109818575
6,0.30000000000000004,1.1937766417144358,4607.807421636704,2848.0198916668955,0.7760470483383893,-1.5110332438634678e-13,4641.699187421282,2858.845622816585,0.7726291460687014,0.5982242064781165,3750.2724051189334
4,0.6,2.424462017082328,4671.959366453783,2890.2681952725966,0.7697676797353727,-2.3121072799068594e-13,4706.28749346707,2901.435762722756,0.7662532960474189,0.6188281881724018,3803.8616280949127
18,0.4,2.424462017082328,4866.003173657746,3027.436704039007,0.7502456622341672,-1.003129365444767e-12,4901.3543194782505,3039.536175089672,0.7464618261387181,0.6738076826310646,3970.445247283961
14,0.7000000000000001,6.235507341273912,4999.799762519597,3129.4651072295455,0.7363222049319194,6.081683040141303e-13,5035.660982575412,3142.093385990648,0.732367346561219,0.7065910623882381,4088.87718428303
25,0.1,2.424462017082328,5081.53010920315,3194.8039872296404,0.7276311788838656,4.4244899537368014e-14,5117.641759250693,3207.7970620163987,0.7235765116157508,0.7251102578109521,4162.719410633546
33,0.6,7.896522868499725,5284.737673234067,3365.0783264408747,0.7054117687712236,-4.4286030050064553e-13,5321.321989482298,3378.8473137037304,0.7011204334308063,0.7668879119271965,4350.084651593014
28,0.2,4.923882631706737,5399.8535449838955,3464.66024333818,0.6924380708569404,2.25389027081484e-13,5436.626594078518,3478.904600781427,0.6880187953710456,0.7884301222327839,4457.765597429972
20,0.6,10.0,5409.292282424029,3472.9526594731897,0.6913619129616777,-1.5296935914297874e-12,5446.079999031971,3487.2383915357545,0.6869321979878471,0.7901390114287627,4466.659195283863
23,0.1,4.923882631706737,5459.416998273828,3516.8391198514973,0.6856154472636437,-2.2495327804662778e-13,5496.2702144299,3531.287814855943,0.6811313361376578,0.7990655296327311,4513.7790146429215
55,0.1,6.235507341273912,5572.529487774125,3616.8443931655747,0.6724530855517827,-7.331148649619257e-15,5609.506387999776,3631.6669274811084,0.6678480918143681,0.8184252361951083,4620.586657740442
12,0.4,10.0,5603.514672227018,3644.393581176362,0.6688003900237184,8.833285774310861e-14,5640.520195754931,3659.282670267353,0.664162689912039,0.8235593339737752,4649.901433011142
50,0.1,7.896522868499725,5675.154733264317,3708.2050113355194,0.6602775320433893,2.6158085121901014e-13,5712.215461720085,3723.256182076395,0.6555651075583541,0.8351441916779896,4717.73582189824
38,0.1,10.0,5766.173513758418,3789.6827334170316,0.6492930625389207,-2.0289436576794958e-13,5803.289225299119,3804.917545557541,0.644486897322754,0.8493785621283054,4804.10338542833
