config_id,n_estimators,min_samples_split,min_samples_leaf,max_features,max_depth,bootstrap,rmse_train_mean,mae_train_mean,r2_train_mean,rmse_mean,mae_mean,r2_mean,combo_score
85,800,3,2,0.6,20.0,False,1557.8839967023328,966.8043858898399,0.9743967643663478,2274.7036427151806,1331.1724886907944,0.9452430864684203,1802.9380657029874
54,800,4,2,0.6,20.0,False,1557.8839967023328,966.8043858898399,0.9743967643663478,2274.7036427151806,1331.1724886907946,0.9452430864684203,1802.9380657029876
99,1000,6,1,0.5,20.0,False,1513.6403174032234,954.9731257364108,0.9758312729327479,2252.919072117922,1332.3632091692516,0.9462817593981602,1792.6411406435868
118,1200,6,1,0.5,20.0,False,1514.0226222807737,955.1163366816506,0.975819102391849,2252.810181749336,1332.414341419515,0.9462867660952057,1792.6122615844256
17,1200,4,1,0.3,,False,965.7114527830216,576.3803472954269,0.9901594435315024,2327.9384963793914,1336.5942672406293,0.9426878666864404,1832.2663818100104
56,1200,8,1,0.5,20.0,False,1617.057693778142,1012.9515353333587,0.9724160602386438,2273.895091200975,1341.3993964766696,0.9452898935066658,1807.6472438388223
143,1000,8,1,0.5,20.0,False,1616.4831060663928,1012.7476658088326,0.9724357113061199,2273.010856877727,1341.4101963136995,0.9453341175908432,1807.2105265957132
110,800,8,1,0.5,20.0,False,1616.7492306772003,1012.7695833397431,0.9724265779857544,2273.858642652719,1341.612529292518,0.9452916648586218,1807.7355859726185
121,1200,3,1,0.3,,False,662.6597152307318,391.99259189963277,0.9953663966588906,2334.2984305712516,1342.2385770700807,0.9423788606216008,1838.2685038206662
77,800,8,2,0.6,20.0,False,1722.9242575809044,1052.7654852292837,0.9686848149005907,2302.9350089202358,1343.8157106171843,0.9438725940572578,1823.37535976871
58,800,6,1,0.3,,False,1313.1871303522757,783.5239455551177,0.9818062790843537,2347.188412356675,1344.587248867752,0.941733434027802,1845.8878306122135
35,800,4,2,0.5,20.0,False,1631.787423811677,1016.0521263387118,0.9719107286230715,2308.8728815552977,1353.0811101306554,0.9435978503156631,1830.9769958429765
5,1000,3,2,0.5,20.0,False,1631.6932886749582,1016.1343758848745,0.9719141334621823,2308.8720668569185,1353.2057123730974,0.9435977565493014,1831.038889615008
32,1200,4,2,0.5,20.0,False,1632.4538238495852,1016.4325976868336,0.971887810153016,2309.218510389182,1353.2321487394624,0.9435805776856674,1831.2253295643222
94,800,6,2,0.5,20.0,False,1709.6919132473527,1055.4005272154693,0.9691655526821259,2319.9904458774326,1358.6338948641492,0.9430558818780612,1839.312170370791
71,1000,8,1,0.3,,False,1524.182894185644,905.8786176582342,0.9754914723955799,2377.390940728008,1360.2247681699278,0.9402350061764809,1868.8078544489679
6,800,8,1,0.3,,False,1524.5876604566706,905.9914266204235,0.9754784727410725,2377.249955967106,1360.2710254205263,0.9402409966542725,1868.760490693816
135,1200,3,1,0.3,25.0,False,1154.2058410893987,736.8262903618908,0.9859472819307465,2343.6048792211327,1362.6394000877954,0.9419220549089811,1853.122139654464
16,800,3,1,0.3,25.0,False,1155.2792389716797,737.3307931229324,0.9859211576469866,2344.6433123487673,1362.931846872937,0.9418739222955368,1853.7875796108522
129,1200,4,1,0.3,25.0,False,1320.9331564940078,839.4837823217014,0.9815937518757439,2351.7655846612033,1368.9023176552453,0.9415108372341041,1860.3339511582244
18,1200,6,1,0.3,25.0,False,1547.211377288219,968.3645413064135,0.9747471450278441,2379.1310030610825,1385.0661037080959,0.9401493101243182,1882.0985533845892
90,1000,6,1,0.3,25.0,False,1547.0879663889164,968.474436601959,0.9747513386198632,2379.7227894334255,1385.3430879163573,0.9401195117551364,1882.5329386748913
11,800,6,1,0.3,25.0,False,1547.5931573473167,968.9204051188622,0.974734672403851,2380.4826661971797,1385.578759834847,0.9400823313814834,1883.0307130160134
139,1200,8,1,0.3,25.0,False,1702.5365842240087,1052.738436464991,0.9694228246437042,2415.777067143854,1403.236811327232,0.9383010188390066,1909.506939235543
111,800,8,1,0.3,25.0,False,1704.4797078597312,1053.3639103909454,0.9693528418910833,2416.8258279175307,1403.7969443194252,0.9382494916340982,1910.311386118478
128,800,3,1,0.6,15.0,False,1952.4808736922678,1270.286867574965,0.9597885740097711,2422.6262409728033,1486.2471607539085,0.9379488104260911,1954.4367008633558
115,1200,4,1,0.6,15.0,False,1979.6071946409484,1284.3721741888971,0.9586629383258717,2426.8924639530223,1487.323859951875,0.9377307420327434,1957.1081619524487
96,1000,4,1,0.6,15.0,False,1979.812249871777,1284.5824470250957,0.9586543388025288,2427.4414021300136,1487.4842282963314,0.9377023448814983,1957.4628152131725
131,1000,6,1,0.6,15.0,False,2029.6627360971124,1309.4227401734502,0.9565467417852844,2437.5501540433424,1491.7778607424416,0.9371839168135953,1964.664007392892
117,800,6,1,0.6,15.0,False,2030.396131824913,1310.1033877628613,0.9565151964892025,2438.4758822570866,1492.550186974795,0.9371367831072379,1965.5130346159408
137,1200,4,2,0.6,15.0,False,2072.277004561445,1322.1322334067918,0.9547015423939114,2465.616795133353,1497.1768519854863,0.9357305998637302,1981.3968235594198
44,800,3,2,0.6,15.0,False,2073.4143414626906,1322.981461034464,0.9546515596259253,2466.1678359697776,1497.7803396448546,0.9357004373405708,1981.9740878073162
126,1000,6,2,0.6,15.0,False,2106.4316056344874,1336.7412120344034,0.9531963855696602,2472.5926691588584,1500.0332230607187,0.9353679689956618,1986.3129461097885
27,1200,6,2,0.6,15.0,False,2106.2808356092546,1336.8129252411852,0.9532032217574675,2472.338722473779,1500.133996477144,0.9353826154968556,1986.2363594754615
38,1200,8,2,0.6,15.0,False,2143.7218174961454,1352.876333357381,0.9515251112901879,2484.455446727466,1504.0304565730496,0.9347493564135387,1994.242951650258
149,1000,8,2,0.6,15.0,False,2144.166030451338,1353.0210156118455,0.9515048696621335,2485.154171630328,1504.144555151282,0.9347118788063467,1994.649363390805
65,1200,3,1,0.3,20.0,False,1754.1010266063279,1159.2778035444262,0.9675443485693116,2490.526077661877,1512.7554782571633,0.9344542114772324,2001.6407779595202
49,800,3,1,0.3,20.0,False,1755.9051287709317,1160.4246309969913,0.9674778382543484,2493.536739735208,1513.8551253682472,0.9342949708477064,2003.6959325517275
138,1000,4,1,0.3,20.0,False,1837.8004390305337,1208.2758514212233,0.9643734667752912,2504.970707389475,1521.327669424717,0.9336912998190297,2013.149188407096
28,800,4,1,0.3,20.0,False,1839.8778201792734,1209.1017027543523,0.9642927900155097,2506.63929217856,1521.5482950113671,0.933601410211774,2014.0937935949637
53,1000,3,1,0.5,15.0,False,2018.2624689178192,1319.547641095181,0.9570334260212665,2472.395804097211,1522.9616774822161,0.935389257219498,1997.6787407897136
